"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
304.364410552814,-0.396689457534999,0.10161695020345,-3.90377251768308,9.47048013634562e-05,0.0931436000178424,"201294"
378.310078096172,0.483799388303071,0.124464367228822,3.8870513631715,0.000101469289591146,0.0940620314509925,"23321"
22.1325118918114,-0.855441498157656,0.222073660192293,-3.85206195735655,0.000117127376644925,0.0955478287718643,"257068"
54.2666263282839,0.748919290755661,0.194289094161616,3.8546645862309,0.000115888400161254,0.0955478287718643,"105371856"
545.983146806974,-0.228180338467905,0.0591886946421587,-3.85513381985243,0.000115666341654285,0.0955478287718643,"23211"
381.269998892575,0.48469423928354,0.126399365035835,3.83462558649823,0.000125755706845462,0.0978799787843317,"60592"
435.834778677038,-0.255152141013751,0.0666673008010215,-3.82724571038642,0.000129585144021622,0.0978799787843317,"23759"
20.6815248284679,1.21921925881525,0.322224584337845,3.78375616907283,0.000154479169213889,0.0987855125701221,"10242"
43.9751688640807,0.60757190683722,0.160708415377566,3.78058551202687,0.000156459968023016,0.0987855125701221,"107986522"
49.3965583425037,2.17877671151119,0.577886334266708,3.7702513146913,0.000163083238844456,0.0987855125701221,"101929028"
419.038959074099,1.81136295580883,0.478444677834445,3.7859402345272,0.000153128477763474,0.0987855125701221,"2669"
23.6785941856151,1.82561971876541,0.485465124033283,3.76055792349823,0.000169534811216744,0.0987855125701221,"112268047"
21.7913460657483,1.44901817720032,0.384347922232852,3.77006897495975,0.000163202436345466,0.0987855125701221,"114004396"
119.418898279837,-0.452368146456948,0.120135466302646,-3.76548375246108,0.00016622693321898,0.0987855125701221,"78994"
951.882473622587,-0.204312051308177,0.0541804891505779,-3.77095250543705,0.000162625625422768,0.0987855125701221,"7109"
218.017907082218,-0.492435974933669,0.131326574008931,-3.7497054853512,0.000177042374317035,0.1002945050506,"4176"
495.667565627349,2.1915044532328,0.587390749846957,3.73091413816746,0.000190786242872105,0.105159314517127,"4313"
154.36521004574,0.500098663967522,0.134876028751683,3.7078394774526,0.000209035087623801,0.105376541476556,"1946"
37.2272726975845,0.839053250733685,0.225427447022432,3.72205453158591,0.000197608331550213,0.105376541476556,"105375721"
372.570833351874,0.700534014180254,0.189105993835748,3.70445166740044,0.00021184849468171,0.105376541476556,"283209"
726.157520551028,0.230546028362705,0.0621506887869142,3.70946859741395,0.000207694714641721,0.105376541476556,"55333"
858.500814903123,0.345647865239148,0.094821116317868,3.6452625602976,0.000267118943013557,0.114297782152996,"79699"
277.364003607468,0.662005313024793,0.182306667759927,3.63127317919367,0.000282026461922862,0.114297782152996,"100628315"
249.34025221453,0.366361753897116,0.101299065527837,3.6166350793872,0.000298457599828622,0.114297782152996,"148789"
23.0712237561341,1.44232747793082,0.393653631216022,3.66395064990351,0.000248354656605704,0.114297782152996,"105374027"
260.297697810419,0.299838668042231,0.0830120908562121,3.61198790380538,0.00030385874303198,0.114297782152996,"643749"
390.452857779584,0.427962896521203,0.116634142908036,3.66927630152558,0.000243238075226684,0.114297782152996,"222166"
38.5157666283345,0.782375754256029,0.216133701042874,3.61986932385352,0.000294751833587531,0.114297782152996,"93986"
694.296568198017,-0.173379168236192,0.0480016965259854,-3.61193834351947,0.000303916834276155,0.114297782152996,"9632"
164.239297886331,-0.381531467534773,0.104304146291405,-3.65787440960257,0.000254315600638682,0.114297782152996,"5198"
